subject_id	predicate_id	object_id	row_sha256	source_record	record_sha256	verdict	direction_review	review_report	changed_fields	rationale
MIM:Amoxicillin	skos:exactMatch	CHEBI:2676	8a5b5d399152d0219b70be48b52dad23e2d8fd56b5b22b8881ab4b9fa29f6e17	data/ingredients/mapped/Amoxicillin.yaml	80beaaa821ea439d3559bff373706b3a13d2b321dd74ab9a4b4e50cc8aa02e4d	blocked_by_record_findings	unchanged	reports/yaml_record_review/Amoxicillin.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Amphomycin	skos:exactMatch	CHEBI:201652	4345159be8f4c2bde40951c09fc813d4d042a394811f13fa250d7c5142d7fafa	data/ingredients/mapped/Amphomycin.yaml	c8d9405579f90545c28f841ce759effa0a0a36689b37529cd997e568ab3e3314	pass	unchanged	reports/yaml_record_review/Amphomycin.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Amphotericin_A	skos:exactMatch	mesh:C041989	4b88052078421b63506280cfd9c27e4cfea5010424be9d66f65c9c31f4226aeb	data/ingredients/mapped/Amphotericin_A.yaml	5fd05b51b1510c00941559c7632b178dd057ccce0d35b5dd8aad2c8ca3e297e3	blocked_by_record_findings	unchanged	reports/yaml_record_review/Amphotericin_A.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Amphotericin_B	skos:exactMatch	CHEBI:2682	608fa79904ca2f3e56f09678a6b58bad99289ea66824951847029e248acfb546	data/ingredients/mapped/Amphotericin_B.yaml	fc5f6bc5528bc5d761e4aa1a6e53fca4619b9967833aa41fd19fbf01c2ff40f1	blocked_by_record_findings	unchanged	reports/yaml_record_review/Amphotericin_B.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Ampicillin	skos:exactMatch	CHEBI:28971	ceb9facf72dd285565253e71c9501e2fbbf1b434c1b2c44029fc9b0fbec7b50c	data/ingredients/mapped/Ampicillin.yaml	41b4b2f941c10fd8123b15831f9f9522507f3a7a4305b42b4207e6f308cd50d4	blocked_by_record_findings	unchanged	reports/yaml_record_review/Ampicillin.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Amygdalin	skos:exactMatch	CHEBI:27613	ea0de8ca5471beb01bd2c51d564a2745d2f5438713c172cbd59008ae1c965239	data/ingredients/mapped/Amygdalin.yaml	d304a673acf03ae8c6d82da5fd8b55725ef722a842b94beebf56e9e0f8ae861e	pass	unchanged	reports/yaml_record_review/Amygdalin.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Amylopectin_From_Maize	skos:broadMatch	CHEBI:28057	ec9ef5d0a710af0e445ee0ff8f46662395e2f9e58290d63d1006334553c990b7	data/ingredients/mapped/Amylopectin_From_Maize.yaml	e35f6b30ae1fbc8c17847d3b2d3ed6d38bd28e08ec2fef36bddecbf12435e4f7	pass	reviewed_skos_child_to_broader_parent_correction	reports/yaml_record_review/Amylopectin_From_Maize.md	"[""predicate_id"",""mapping_date"",""comment"",""validation_method""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Amylopectin_From_Maize	skos:exactMatch	kgmicrobe.ingredient:amylopectin_from_maize	f1e2e1123e18e20cd8ce08fb5b07316b6b2b9aa704691f5e689820ed462a8beb	data/ingredients/mapped/Amylopectin_From_Maize.yaml	e35f6b30ae1fbc8c17847d3b2d3ed6d38bd28e08ec2fef36bddecbf12435e4f7	pass	unchanged	reports/yaml_record_review/Amylopectin_From_Maize.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Amylopectin_From_Maize	skos:exactMatch	kgmicrobe.compound:amylopectin_from_maize	ab15b1deb46b64df414c530534aff18116b8b4918433d51e2f15870bbfe2ca1b	data/ingredients/mapped/Amylopectin_From_Maize.yaml	e35f6b30ae1fbc8c17847d3b2d3ed6d38bd28e08ec2fef36bddecbf12435e4f7	pass	unchanged	reports/yaml_record_review/Amylopectin_From_Maize.md	"[""comment""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Amylose_From_Potato	skos:exactMatch	CHEBI:28102	d85175b00e71354a251dc4941ee2fdc102bbc578dec1ed1b98c035fa920644d3	data/ingredients/mapped/Amylose_From_Potato.yaml	32a32d115d9ce051df5517bdd305c169a80cb5b6cbfdfd76ddc56817a3c71468	blocked_by_record_findings	unchanged	reports/yaml_record_review/Amylose_From_Potato.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Anabasine_Hydrochloride	skos:broadMatch	NCIT:C216370	1cb649c9ec7340876cb8642d898496484f75ca6be38eea1a1eb5de753c9c8a7a	data/ingredients/mapped/Anabasine_Hydrochloride.yaml	9eb9c44a594ba93b72bc22e26de3559d84697b04f23343b36669236fd03aa42f	pass	reviewed_skos_child_to_broader_parent_correction	reports/yaml_record_review/Anabasine_Hydrochloride.md	"[""predicate_id"",""mapping_date"",""comment"",""validation_method""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Anabasine_Hydrochloride	skos:exactMatch	cas:53912-89-3	d37b8d4d970e07fcb2cc5c77c30d58f5906e0ac5bec3cf1c898b3a7b6d107cce	data/ingredients/mapped/Anabasine_Hydrochloride.yaml	9eb9c44a594ba93b72bc22e26de3559d84697b04f23343b36669236fd03aa42f	pass	unchanged	reports/yaml_record_review/Anabasine_Hydrochloride.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Anabasine_Hydrochloride	skos:exactMatch	kgmicrobe.compound:anabasine_hydrochloride	6c8a27cd54cb202414fe6d9c32c7b44dc3ed15928867b5972f1623071a1c7486	data/ingredients/mapped/Anabasine_Hydrochloride.yaml	9eb9c44a594ba93b72bc22e26de3559d84697b04f23343b36669236fd03aa42f	pass	unchanged	reports/yaml_record_review/Anabasine_Hydrochloride.md	"[""comment""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Anaerobic_water	skos:exactMatch	ENVO:01000173	25fdc8f387f5cb51d6e6b2ea7aba70f52267d3b50b858dfe5ac727a44c92c75d	data/ingredients/mapped/Anaerobic_water.yaml	b8bfa22be7bbff832ecc3dfc4fa10915b1d3dccfb22bd2a1bf0be3f0ed6ef77d	pass	unchanged	reports/yaml_record_review/Anaerobic_water.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Andirobin	skos:exactMatch	cas:6488-63-7	14b798303836dfb12a679c559f2c3fb5e9b161ee492074da0d78863e0688713c	data/ingredients/mapped/Andirobin.yaml	7392dccf3f7c74483f317e5511dfe12096bcf83ccd2a97b35226a6e9c3946254	pass_with_minor_issues	unchanged	reports/yaml_record_review/Andirobin.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Andrographolide	skos:exactMatch	CHEBI:65408	0ca68de57c5dcbf58e11f6aba5628eca130257b5ea6040039fae57f24c74c0b6	data/ingredients/mapped/Andrographolide.yaml	3801a5a30d5417d1cc6d24642f92d7365c57fa0348ed4a53d25298f5d697b16f	pass	unchanged	reports/yaml_record_review/Andrographolide.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Anethole	skos:exactMatch	CHEBI:2716	674e45ec1768d9357aa5e0eb1eb5f8ff2559befae834ea8bc4425e0f7715bfa4	data/ingredients/mapped/Anethole.yaml	7ff3a89ad8a2a940cf08aa66d14f3cdbd62867c7d64cfe78c56837b84cfaa70d	blocked_by_record_findings	unchanged	reports/yaml_record_review/Anethole.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Angolamycin	skos:exactMatch	mesh:C002547	e8d1cdae8c6d4f9529a137cc74b08b91c834a3ace14ed09820bd4d79b3d450d7	data/ingredients/mapped/Angolamycin.yaml	f6e9c5f989543b3e94db17124b1c4d30f742346e5258b6a5bbe1dd46ab7cca46	blocked_by_record_findings	unchanged	reports/yaml_record_review/Angolamycin.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Angustmycin	skos:exactMatch	CHEBI:8612	57ae82bacd0335655f0143e044081fa8db4740a8ae567f4b39e35abf993a562a	data/ingredients/mapped/Angustmycin.yaml	4b926227e313a993c12b8276bd86ef3edc9dc0feabcf52861f16ff26cde2cd65	blocked_by_record_findings	unchanged	reports/yaml_record_review/Angustmycin.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Anhydrotetracycline_Hydrochloride	skos:exactMatch	CHEBI:201752	4b81da20098e23e52f0717152b728634eddbabb9729eb2169fdf013d00aa868c	data/ingredients/mapped/Anhydrotetracycline_Hydrochloride.yaml	4037be5e7c99f85848d2e6eeda124db7d173b1ae96e5c577304370686299511b	blocked_by_record_findings	unchanged	reports/yaml_record_review/Anhydrotetracycline_Hydrochloride.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Anisodamine_Hydrobromide	skos:broadMatch	NCIT:C221850	7d0cf04feaeda5ab0395e8c2dfa55b9d3bd7592ee74508b9e379704576285596	data/ingredients/mapped/Anisodamine_Hydrobromide.yaml	999580891233c556fcca8c92336b753e91846ced2b66c105e723159bd71f659c	blocked_by_record_findings	reviewed_skos_child_to_broader_parent_correction	reports/yaml_record_review/Anisodamine_Hydrobromide.md	"[""predicate_id"",""mapping_date"",""comment"",""validation_method""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Anisodamine_Hydrobromide	skos:exactMatch	cas:17659-49-3	54ff219e9969b4d341272046f743d25a4e92a062933349826cc50a4f15ff37a6	data/ingredients/mapped/Anisodamine_Hydrobromide.yaml	999580891233c556fcca8c92336b753e91846ced2b66c105e723159bd71f659c	blocked_by_record_findings	unchanged	reports/yaml_record_review/Anisodamine_Hydrobromide.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Anisodamine_Hydrobromide	skos:exactMatch	kgmicrobe.compound:anisodamine_hydrobromide	311baffd164f8f2d8a98a1c62d4a3a603eddb7e7ed16ca147dbc83595365b1fa	data/ingredients/mapped/Anisodamine_Hydrobromide.yaml	999580891233c556fcca8c92336b753e91846ced2b66c105e723159bd71f659c	blocked_by_record_findings	unchanged	reports/yaml_record_review/Anisodamine_Hydrobromide.md	"[""comment""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Anthracene	skos:exactMatch	CHEBI:35298	93098f5b957ee93b18ef2778f5f9263dda934d21fab09459e2858de7f99a1684	data/ingredients/mapped/Anthracene.yaml	8e3725d9941348491ff5cbf30432d2a5aa4bf9f5da6c629172ae2cbac65f1f9f	pass	unchanged	reports/yaml_record_review/Anthracene.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Anthracycline_Antibiotic	skos:exactMatch	CHEBI:49322	7705950a0668406b13909cac44ee7b33ab3e49ebe7385d44cd922c105a94d267	data/ingredients/mapped/Anthracycline_Antibiotic.yaml	52241a20ed58eb5a6352f43ba72b745c82092cb2cc3bc521ffa7494f6fee8c41	pass	unchanged	reports/yaml_record_review/Anthracycline_Antibiotic.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Anthranilamide	skos:exactMatch	CHEBI:193638	ebd108ee5a9c4bbdd3f3ad492b096b2ad69135107c85a6c0191564d9bdaa37cf	data/ingredients/mapped/Anthranilamide.yaml	aa4c4a0dec5f8d0262e202bd70ca1e2f63d8f6be604cae606854ec5f1d2c4e06	pass	unchanged	reports/yaml_record_review/Anthranilamide.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Anthranilic_Acid	skos:exactMatch	CHEBI:30754	fdd2a18e012bd849879bce986a212e0308be9f451067197c8dffe08ae5a703a8	data/ingredients/mapped/Anthranilic_Acid.yaml	6cfdf0a1d449d6473560116cbf05523a4c31f86d233dca0a4ac88c58217d050d	blocked_by_record_findings	unchanged	reports/yaml_record_review/Anthranilic_Acid.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Antimonate	skos:exactMatch	CHEBI:30295	318e2cb3cc5ce0a2d0586da6ff3f8f23df2aa3ed0e00e13469d66942f6b9767e	data/ingredients/mapped/Antimonate.yaml	232ce3b035c3ee9044fdfa2fa107dc52aa194eb2942da41c4f9b94971f2d9b19	blocked_by_record_findings	unchanged	reports/yaml_record_review/Antimonate.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Antimycin_A	skos:exactMatch	CHEBI:2762	b34c30cfbd8c753b8fa3e4ebf82f6085cb3a59c6d5c5e4634fc83ad4f3edd88a	data/ingredients/mapped/Antimycin_A.yaml	53b2ae1d271c05dc3c0cbcf7612d367df95a906463fee7eb5dbb91fa5251e1a0	blocked_by_record_findings	unchanged	reports/yaml_record_review/Antimycin_A.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Antimycin_A3	skos:exactMatch	CHEBI:197950	dd57e196283d35d189fe379cd8ef26b227c1a339108932302099f4b13ceb9b1e	data/ingredients/mapped/Antimycin_A3.yaml	a44f530c191668abed56b1a6fb16fd541c1c6721cf2378fe5a11146d9a9f3bde	pass	unchanged	reports/yaml_record_review/Antimycin_A3.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Antipyrine	skos:exactMatch	CHEBI:31225	097bc9bd6754865eacba5c52a3bf85aa6ec3ee0215645f2d6f55349661de4ed9	data/ingredients/mapped/Antipyrine.yaml	fcb1db31d792335516ff6663ae85ae0d57963eab434555719e95b8439087cc1f	pass	unchanged	reports/yaml_record_review/Antipyrine.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Aphidicolin	skos:exactMatch	CHEBI:2766	978d62a417b6dffc6fce3775f38f2c668b0e9c3685db456ee3856b0ebddffbc2	data/ingredients/mapped/Aphidicolin.yaml	f503ee4ce7e9cb494f03e981b46a62b1a421139bac7c7e93382a8a7979794416	pass	unchanged	reports/yaml_record_review/Aphidicolin.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Apidaecin_IB	skos:exactMatch	mesh:C061361	0561e2b2292366200207ea7078f588d286aa44964240c7b197269eb5987d71de	data/ingredients/mapped/Apidaecin_IB.yaml	5f80fe89e5be4904ab091002a7d16cbda57602aabccb1a91a1a153433de02d59	pass	unchanged	reports/yaml_record_review/Apidaecin_IB.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Apigenin	skos:exactMatch	CHEBI:18388	897f3d1671edd7d070d5b7db64543962db187f43ccd00e713b36250a1f415f12	data/ingredients/mapped/Apigenin.yaml	ef9ea006ae76bac75af9fca806d715c8adb8fe57cd49a7f9b1474484d493395e	pass	unchanged	reports/yaml_record_review/Apigenin.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Apigenin_Dimethyl_Ether	skos:broadMatch	CHEBI:28887	f93878c334850e1f1648e1a52142e96938ef5436b13cb3ac346196bfe47aaac1	data/ingredients/mapped/Apigenin_Dimethyl_Ether.yaml	fe19720fc98248fc7c7920ebcd4967cde33a788001c276faf4ed2a3e4c735a20	blocked_by_record_findings	reviewed_skos_child_to_broader_parent_correction	reports/yaml_record_review/Apigenin_Dimethyl_Ether.md	"[""predicate_id"",""mapping_date"",""comment"",""validation_method""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Apigenin_Dimethyl_Ether	skos:exactMatch	cas:5728-44-9	992e0f805b432b74627dab4e888731edd934abc709809628b0c9a7425f896540	data/ingredients/mapped/Apigenin_Dimethyl_Ether.yaml	fe19720fc98248fc7c7920ebcd4967cde33a788001c276faf4ed2a3e4c735a20	blocked_by_record_findings	unchanged	reports/yaml_record_review/Apigenin_Dimethyl_Ether.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Apigenin_Dimethyl_Ether	skos:exactMatch	kgmicrobe.compound:apigenin_dimethyl_ether	c7229fcc3bfa4489e82782e2491c80989c2794020a4bbb1a328615977c6d6455	data/ingredients/mapped/Apigenin_Dimethyl_Ether.yaml	fe19720fc98248fc7c7920ebcd4967cde33a788001c276faf4ed2a3e4c735a20	blocked_by_record_findings	unchanged	reports/yaml_record_review/Apigenin_Dimethyl_Ether.md	"[""comment""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Apiole	skos:exactMatch	CHEBI:70353	c04c7dac80a139165163fb1e7d5fb3f16de808fb0f73c997a84d866701480ec8	data/ingredients/mapped/Apiole.yaml	61393ffd4be7b96c49b3cfa64947ffd66d3a02a85a231652fe581481078477ba	pass	unchanged	reports/yaml_record_review/Apiole.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Apple_Juice	skos:exactMatch	FOODON:00001059	070e51c634b8190f49f9eb115c6cc17135d8319d75b4e3883bb66fd90394c3a7	data/ingredients/mapped/Apple_Juice.yaml	18436f7037c5b8756da87c89e5822bdc6d2c2d9424180b7c8bc7acee81e33125	pass	unchanged	reports/yaml_record_review/Apple_Juice.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Apramycin	skos:exactMatch	CHEBI:2790	bcebe120d8168e40ea3f86b0b9928415b4ef23dbbc54c3d8b4d35936777bc16f	data/ingredients/mapped/Apramycin.yaml	3c3798d92df00db04f2f8058ffcccd5ef9fc6d3ce769a30d34bb5a9c65ffe099	pass	unchanged	reports/yaml_record_review/Apramycin.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Apramycin_Sulfate_Salt	skos:broadMatch	CHEBI:190734	14bf11ddcc981c25b455dc566315aa33016aa88a61ffde3880c1d311866e0564	data/ingredients/mapped/Apramycin_Sulfate_Salt.yaml	33fd1bd6dd4db120ea6c8aa324092637da23d0503ddb7d5f45b4d3f827dc3bcb	blocked_by_record_findings	reviewed_skos_child_to_broader_parent_correction	reports/yaml_record_review/Apramycin_Sulfate_Salt.md	"[""predicate_id"",""mapping_date"",""comment"",""validation_method""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Apramycin_Sulfate_Salt	skos:exactMatch	cas:65710-07-8	d768f78972a4e17873fd99cc58cf7399b6c7f96b6d13ac142ea38bdfe708d0a8	data/ingredients/mapped/Apramycin_Sulfate_Salt.yaml	33fd1bd6dd4db120ea6c8aa324092637da23d0503ddb7d5f45b4d3f827dc3bcb	blocked_by_record_findings	unchanged	reports/yaml_record_review/Apramycin_Sulfate_Salt.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Apramycin_Sulfate_Salt	skos:exactMatch	kgmicrobe.compound:apramycin_sulfate_salt	587155a482910f14a403c2dd8a82ab04de7282b6d469d5bbb9285ac3068533cd	data/ingredients/mapped/Apramycin_Sulfate_Salt.yaml	33fd1bd6dd4db120ea6c8aa324092637da23d0503ddb7d5f45b4d3f827dc3bcb	blocked_by_record_findings	unchanged	reports/yaml_record_review/Apramycin_Sulfate_Salt.md	"[""comment""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Arabinan_From_Sugar_Beet	skos:broadMatch	FOODON:00003412	7d546ffcfe8e8872d2d658bece795aa48e1a7d1e320c97747c068e0509495f3b	data/ingredients/mapped/Arabinan_From_Sugar_Beet.yaml	19a9fd51cb7035f164d0f9595afaeb54b049a41abe00dc8d50452203897b56c1	blocked_by_record_findings	reviewed_skos_child_to_broader_parent_correction	reports/yaml_record_review/Arabinan_From_Sugar_Beet.md	"[""predicate_id"",""mapping_date"",""comment"",""validation_method""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Arabinan_From_Sugar_Beet	skos:exactMatch	cas:11078-27-6	884c3a0a080403c43205e9699f9be2b9f208fd487906b3f8390cc3d7a04cff63	data/ingredients/mapped/Arabinan_From_Sugar_Beet.yaml	19a9fd51cb7035f164d0f9595afaeb54b049a41abe00dc8d50452203897b56c1	blocked_by_record_findings	unchanged	reports/yaml_record_review/Arabinan_From_Sugar_Beet.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Arabinan_From_Sugar_Beet	skos:exactMatch	kgmicrobe.ingredient:arabinan_from_sugar_beet	ff07702805296f01b115013c65f7b38ab07bb6c27fc2607dae033b45322f2c83	data/ingredients/mapped/Arabinan_From_Sugar_Beet.yaml	19a9fd51cb7035f164d0f9595afaeb54b049a41abe00dc8d50452203897b56c1	blocked_by_record_findings	unchanged	reports/yaml_record_review/Arabinan_From_Sugar_Beet.md	"[""comment""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Arabinitol	skos:exactMatch	CHEBI:22605	8c59153b10a19cc2ce1990c015d9fff72299cbf3c81d21a43160b93af1485574	data/ingredients/mapped/Arabinitol.yaml	a9034325a33d64c9260058e896f618ef4d2acc38439022a47a784047f1f288ff	pass	unchanged	reports/yaml_record_review/Arabinitol.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Arabinobiose	skos:broadMatch	mesh:C434937	127dcfa5054ff16e934cb9cbc3dfa43279a220571dc51dbcc43bd03527116836	data/ingredients/mapped/Arabinobiose.yaml	8d2557fe1ca591528232df26f353e6627c5ca36b595c3d9120159e660ea6817b	blocked_by_record_findings	reviewed_skos_child_to_broader_parent_correction	reports/yaml_record_review/Arabinobiose.md	"[""predicate_id"",""mapping_date"",""comment"",""validation_method""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Arabinobiose	skos:exactMatch	cas:78088-21-8	cdbcabd84b17ee8cf7bdc793799562ef8af621af6c681cef6539c105e3def133	data/ingredients/mapped/Arabinobiose.yaml	8d2557fe1ca591528232df26f353e6627c5ca36b595c3d9120159e660ea6817b	blocked_by_record_findings	unchanged	reports/yaml_record_review/Arabinobiose.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Arabinobiose	skos:exactMatch	kgmicrobe.compound:arabinobiose	e246d1a1ff7c34ff6c71e3769a754f8d6770a4360c0f1668a627b6b3d191bf61	data/ingredients/mapped/Arabinobiose.yaml	8d2557fe1ca591528232df26f353e6627c5ca36b595c3d9120159e660ea6817b	blocked_by_record_findings	unchanged	reports/yaml_record_review/Arabinobiose.md	"[""comment""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Arabinogalactan	skos:exactMatch	CHEBI:27569	83b4f435b46ed365ea640daddc37058b1afb8f77dcb26636598347ddebe491f9	data/ingredients/mapped/Arabinogalactan.yaml	fa8deb44b02598c58b71284dab5d34bd7f78623105f13016c1ef09585698ea95	blocked_by_record_findings	unchanged	reports/yaml_record_review/Arabinogalactan.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Arabinose	skos:exactMatch	CHEBI:22599	72f046dff74bd0c6582e3407875c33c63c02fe267658d9a09784374bc7c9a5a3	data/ingredients/mapped/Arabinose.yaml	bd2d37adf886a36285968be7e6180f4f6112dd4b2a130f49d9826c7e3e361b30	blocked_by_record_findings	unchanged	reports/yaml_record_review/Arabinose.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Arabinotriose	skos:exactMatch	CHEBI:62799	cd7fc69f8ceefd77938189a722d0aa8df036e94014699dafda4e5d214520d183	data/ingredients/mapped/Arabinotriose.yaml	4ad2b26f9d870ae612268c0f11ef6a36bb58d366ec2a0a0aee32a54b7f888b5f	blocked_by_record_findings	unchanged	reports/yaml_record_review/Arabinotriose.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Arabinotriose	skos:exactMatch	cas:89315-59-3	4ce74b64ee00d4f71b3ac59cd150863bda42087e856742685dea776facc413e4	data/ingredients/mapped/Arabinotriose.yaml	4ad2b26f9d870ae612268c0f11ef6a36bb58d366ec2a0a0aee32a54b7f888b5f	blocked_by_record_findings	unchanged	reports/yaml_record_review/Arabinotriose.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Arabinoxylan_Rye_Flour	skos:exactMatch	FOODON:03302492	c27e3de5ae7a3b62d0c7988bc8318a0af5662809f12e1e2ca122303656afb5d4	data/ingredients/mapped/Arabinoxylan_Rye_Flour.yaml	0fa877c442c77b43f94f673b3009f8a9bbf22c28374e4ffa7223216a091a76f7	blocked_by_record_findings	unchanged	reports/yaml_record_review/Arabinoxylan_Rye_Flour.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Arabitol	skos:exactMatch	CHEBI:18403	d0ce092a1512f641c65a0b9d888a8035c8a08e61e3a9be89e3163caf65394f86	data/ingredients/mapped/Arabitol.yaml	046401fe5681668f663a4e09ff4676c4f3b1f1758e1f2057be28bde3e4d32370	blocked_by_record_findings	unchanged	reports/yaml_record_review/Arabitol.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Arbutin	skos:exactMatch	NCIT:C87429	6ddc008a1968e7206c3bf08ed5dc2d5403f3bf736637380b7fec9e71a9047c97	data/ingredients/mapped/Arbutin.yaml	e8aad41c7414e1d78c871ebae4617350bc348ce1c50c561385324d44a66fb2a3	pass	unchanged	reports/yaml_record_review/Arbutin.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Ardacin_A	skos:broadMatch	NCIT:C169786	db781b7495a197849b0e451d86ab8101a24180a7f733e7f73da4f0eff7ef14f8	data/ingredients/mapped/Ardacin_A.yaml	617a2ddb12f0712cea0d92f46f8b3c784a9181c1a9d74dd98320672dcbf6986e	pass	reviewed_skos_child_to_broader_parent_correction	reports/yaml_record_review/Ardacin_A.md	"[""predicate_id"",""mapping_date"",""comment"",""validation_method""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Ardacin_A	skos:exactMatch	kgmicrobe.compound:ardacin_a	db44565527a4b67e962b2617c3bafdb7a58fc52266b951fc8ab5d179a7b01898	data/ingredients/mapped/Ardacin_A.yaml	617a2ddb12f0712cea0d92f46f8b3c784a9181c1a9d74dd98320672dcbf6986e	pass	unchanged	reports/yaml_record_review/Ardacin_A.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Ardacin_B	skos:broadMatch	NCIT:C169786	14942a1b277192e555f85a99b1e2f499eed1942b088f06a10babacde5f27f179	data/ingredients/mapped/Ardacin_B.yaml	b6417a8183d93a7a6e7eda5b8a840b59712ee1127466455a3e23bfb4c1846ccd	pass	reviewed_skos_child_to_broader_parent_correction	reports/yaml_record_review/Ardacin_B.md	"[""predicate_id"",""mapping_date"",""comment"",""validation_method""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Ardacin_B	skos:exactMatch	kgmicrobe.compound:ardacin_b	318b0e7aa135ca58205365da8a6aba930ad858ee0a8ea74a6b097e0810ed9cda	data/ingredients/mapped/Ardacin_B.yaml	b6417a8183d93a7a6e7eda5b8a840b59712ee1127466455a3e23bfb4c1846ccd	pass	unchanged	reports/yaml_record_review/Ardacin_B.md	[]	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
MIM:Ardacin_C	skos:broadMatch	NCIT:C169786	53ea88f19df8d7b98ebba14ccf34c72811eac333be1365ef9c33c26812fa2310	data/ingredients/mapped/Ardacin_C.yaml	5260b98fc1b241df143125e03a7c6b86608ee52342740d617ebb3c1789c0aa1e	pass	reviewed_skos_child_to_broader_parent_correction	reports/yaml_record_review/Ardacin_C.md	"[""predicate_id"",""mapping_date"",""comment"",""validation_method""]"	Whole-record findings block certification; this status does not assert that every blocked mapping triple is false.
