source_record	record_before_sha256	assertion_before_sha256	before_edge_id	facet	source_position	role	provenance_class	disposition	reason	supporting_urls	fresh_role_approval
data/ingredients/mapped/Citric_Acid.yaml	4165d972a366d0d4dd97216b5744f6ec95ce3031900efc289ebb5b00ca9fd611	05797c833ce5f55a4f9deb8713e7b56bc9b4c8e4920aeed310903d0418be101f	MIM.assertion:72cd606a800c9956e2419267e3c4b86959429737a15d29ed8cafa4e4dd539967	nutritional_roles	1	ENERGY_SOURCE	ENERGY_TEMPLATE	OPEN_REQUIRES_ORIGINAL_SOURCE	A generic energy-substrate template does not record a supporting organism, culture condition, or utilization experiment. Source-confirm this precise stereochemical and supplied form.		false
data/ingredients/mapped/Citric_Acid_X_H2o.yaml	75c89db7f05e0e7326f0c13908ef01ce265e42ae76beac714c1ef29ec00e6963	df2072c00c03ccac74a186fad08ecce37b665354626058d581fd7b3f601cd30f	MIM.assertion:5a7b753ce55472c6327ae14e69f09e949360822a7471c43eff9d55ba32b1e893	nutritional_roles	0	CARBON_SOURCE	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/Citric_Acid_X_H2o.yaml	75c89db7f05e0e7326f0c13908ef01ce265e42ae76beac714c1ef29ec00e6963	05797c833ce5f55a4f9deb8713e7b56bc9b4c8e4920aeed310903d0418be101f	MIM.assertion:9f5eeb249ffade3e989bf4f46c5ff31bb14524926e7c7a8bebdb9502cb3424be	nutritional_roles	1	ENERGY_SOURCE	ENERGY_TEMPLATE	OPEN_REQUIRES_ORIGINAL_SOURCE	A generic energy-substrate template does not record a supporting organism, culture condition, or utilization experiment. Source-confirm this precise stereochemical and supplied form.		false
data/ingredients/mapped/Cladomycin.yaml	5538fe10debac7cef481d1cc669ac21f4dc7718edb62beb3a2af55766768180a	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	MIM.assertion:9a8fe4a889cbb45f2c7e4543f0bb520a409d0ccbec84562eb8a3a28d9b0afe0e	physicochemical_roles	0	SELECTIVE_AGENT	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/Clarithromycin.yaml	a08a547c339de7c579a36ae16dff0bf6cbe48e6b23d26a37d6f10ec2a88c0891	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	MIM.assertion:b5bd78154e1a0b647baa0b090bacc65ce4e67b44651d0342d8d9600cd5514e6e	physicochemical_roles	0	SELECTIVE_AGENT	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/Cloxacillin_Sodium_Salt_Monohydrate.yaml	607668d0334efda6e6b8683cac45e5a1c80e250ddba9d02e89d542031b4ab56d	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	MIM.assertion:6199d5b661eef7732c78af03b6a2025aa1dd1023c87d55be9b97523a4ecdfe50	physicochemical_roles	0	SELECTIVE_AGENT	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/Co_No32.yaml	40e67ba4d0760876255130f94d3f4d1ce89401b7bba78a36264b10adebd13b39	bd2e2b4f6e9ac2aab180a7d3f143fa9bb9f71a8140db8da2244c0efb52e3877e	MIM.assertion:28d504f96647135b535e955c3ef07fd824602ed4d13875489fa3399b8ce2954e	nutritional_roles	0	TRACE_ELEMENT	LLM_PREDICTION	OPEN_REQUIRES_ORIGINAL_SOURCE	Uncited in-session reasoning supplies no independent observation. Obtain a source supporting the exact role for the specified ingredient.		false
data/ingredients/mapped/Cobalt_chloride_hexahydrate.yaml	f32ab49c0fa30ca998c07a039503ff4f943b1cb428fb994da6906be8349247dc	bd2e2b4f6e9ac2aab180a7d3f143fa9bb9f71a8140db8da2244c0efb52e3877e	MIM.assertion:4ccfb5834ee1b35da2c6bf60ea4d6d2c887ee0be114c3517cfa47ca97d054a23	nutritional_roles	0	TRACE_ELEMENT	LLM_PREDICTION	OPEN_REQUIRES_ORIGINAL_SOURCE	Uncited in-session reasoning supplies no independent observation. Obtain a source supporting the exact role for the specified ingredient.		false
data/ingredients/mapped/Cocl2_X_2_H2o.yaml	a46da48c9462ac8fe0edff72ca633ab0c78f3bd5a397819f57558fbee1ce9d63	4887eaa3ca0939e5a2422fa0757cc61c8c4d5c2ec6119ded3a43ae4a1acb2a93	MIM.assertion:74450dd357748b1bb7ca5bbeb03aca885b28a7aead1084370c5827b0aba058e0	nutritional_roles	0	TRACE_ELEMENT	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/Cocl2_X_4_H2o.yaml	1a6126fe5b3c767170ca5d42b25220b4dbf98bcdd109dc21255dae878415b9fc	4887eaa3ca0939e5a2422fa0757cc61c8c4d5c2ec6119ded3a43ae4a1acb2a93	MIM.assertion:458ca9f1ae38b7480ebef5fba51a9b19d1af8512bd421b079e65fdc31b1ee645	nutritional_roles	0	TRACE_ELEMENT	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/Coenzyme_A.yaml	38a4c9f6bf0743e254be2eb1ae86a28b37e7bda3bc767421fb57fa241be67ce1	07fd9f835e66b4f81882afb1022dcb0778d019c988fa2746463e7ed335192343	MIM.assertion:9c416d1c42a9fae5403c0199e8043813ef659d2e2b15099bdd03e44b85c55cb1	nutritional_roles	0	COFACTOR_PROVIDER	LLM_PREDICTION	OPEN_REQUIRES_ORIGINAL_SOURCE	Uncited in-session reasoning supplies no independent observation. Obtain a source supporting the exact role for the specified ingredient.		false
data/ingredients/mapped/Colistin_Sulfate.yaml	d55c2086f97b62ff286a82f392677987389ce0ec44a39cceb6dced86efacb423	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	MIM.assertion:03fbd2f17c443b988b9142b1dd45c0b4d5943b4a099627b80d49ad8d5b084565	physicochemical_roles	0	SELECTIVE_AGENT	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/Collinomycin.yaml	2ca670278f8a16bed0e1fe3a3c94fc492eecc6c7c8d2bd185645dc0b62e55dcc	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	MIM.assertion:9a917c12dd2ae9ae2b741cca99886d89673966e7abfb91ba74a208c04af8eb5d	physicochemical_roles	0	SELECTIVE_AGENT	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/Cr2_So43_X_N_H2o.yaml	0b7e77f7f4f3d09677a869564b459ba02dc82699ff142dfe20b7fc873c0a3504	bd2e2b4f6e9ac2aab180a7d3f143fa9bb9f71a8140db8da2244c0efb52e3877e	MIM.assertion:a2df357d7ad6ac21695d1381919f1dcb3a85a11dd28fce4663432e6170f090ad	nutritional_roles	0	TRACE_ELEMENT	LLM_PREDICTION	OPEN_REQUIRES_ORIGINAL_SOURCE	Uncited in-session reasoning supplies no independent observation. Obtain a source supporting the exact role for the specified ingredient.		false
data/ingredients/mapped/Crystal_Violet.yaml	8a6bc6866a2ecd4c5d197251dac8a201143261f179dd41badbc1fd61213035fc	f550df5b865904e5c564d8d3a9a4b721a26559e2cde8c381032d20792eb2216c	MIM.assertion:9f5c745f3fd87a3e3f72128fdc3c3fac8bb370ef347fc873bdf51426fe99296c	physicochemical_roles	0	SELECTIVE_AGENT	LLM_PREDICTION	OPEN_REQUIRES_ORIGINAL_SOURCE	Uncited in-session reasoning supplies no independent observation. Obtain a source supporting the exact role for the specified ingredient.		false
data/ingredients/mapped/Cucl.yaml	d10ad4a30ad5380d4f53569213173961d9a9deb373da6f5575a33f363ace9747	4887eaa3ca0939e5a2422fa0757cc61c8c4d5c2ec6119ded3a43ae4a1acb2a93	MIM.assertion:5209b99172bdb431e6746d94826af8352f31c12ecf905af68869341d117fc4ba	nutritional_roles	0	TRACE_ELEMENT	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/Cucl2_X_5_H2o.yaml	3db43c36b1d2d842b155e916cf764cf2935fec0c93339cd4c898b4c18a6ea2d0	4887eaa3ca0939e5a2422fa0757cc61c8c4d5c2ec6119ded3a43ae4a1acb2a93	MIM.assertion:1ac34f6a78edb9b3d58540e6fe06806ca73d0be388cb77310cf102d8df8765d8	nutritional_roles	0	TRACE_ELEMENT	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/Cucl2_X_6_H2o.yaml	617a79e853967c008d7dc62783d291b4189d2d9b5955d9f71b59d6230621b15c	4887eaa3ca0939e5a2422fa0757cc61c8c4d5c2ec6119ded3a43ae4a1acb2a93	MIM.assertion:416f63a579ce9322c2b13e9ad3aa3c54b794d0b1eef9b9cdfdbfdfed7ae6b22d	nutritional_roles	0	TRACE_ELEMENT	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/Cuso4_X_2_H2o.yaml	b4443181e60d8e1f3fd28fec2010d509be846068da17c6af391cc66a70470ba2	4887eaa3ca0939e5a2422fa0757cc61c8c4d5c2ec6119ded3a43ae4a1acb2a93	MIM.assertion:d8b8487d22faa4d2953e5cf4b94f2f1706b4afa9379c9a0ce6707cfca981afe5	nutritional_roles	0	TRACE_ELEMENT	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/Cuso4_X_4_H2o.yaml	72ea1934677ab340704d596bfb1a185d5bdc0bc1398386206b7a7837286de0d6	4887eaa3ca0939e5a2422fa0757cc61c8c4d5c2ec6119ded3a43ae4a1acb2a93	MIM.assertion:f34bb38f0e2ff58d01f9df1bae637b43c384945a0450d659d893bb07fc1fe720	nutritional_roles	0	TRACE_ELEMENT	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/Cuso4_X_6_H2o.yaml	9d0491fe64b362cd74a62b5b72dce232233dd220584111dbd5956e45996170fe	4887eaa3ca0939e5a2422fa0757cc61c8c4d5c2ec6119ded3a43ae4a1acb2a93	MIM.assertion:15c9c834b0e6dcf9b2efb607cf44f2e35b0dd227de039957956987db2c002c94	nutritional_roles	0	TRACE_ELEMENT	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/Cycloheximid.yaml	252ac8771048780efc743b3a921ccadaa35e08396d1a807216c3a2763a940f2c	f550df5b865904e5c564d8d3a9a4b721a26559e2cde8c381032d20792eb2216c	MIM.assertion:27ea2f3fc7fa97d0b1c2cfcface767c25bb3e804d347ac64bdf565a141dac528	physicochemical_roles	0	SELECTIVE_AGENT	LLM_PREDICTION	OPEN_REQUIRES_ORIGINAL_SOURCE	Uncited in-session reasoning supplies no independent observation. Obtain a source supporting the exact role for the specified ingredient.		false
data/ingredients/mapped/Cyclomaltoheptaose.yaml	366dae45d77efc8d2fdde2e35c3a914b6b726aadd655fcf75ed3ef0459d0445a	4ea628be52149f9b81f39b2e78a409a172515bc4ad5c8e5c6fb4eba7014f1b6e	MIM.assertion:d50a656798cc594d7cda5d9b9250212cbb2bfa4876288c4d938ec1d9f7aa68da	nutritional_roles	0	CARBON_SOURCE	ANCESTRY	OPEN_REQUIRES_ORIGINAL_SOURCE	Ontology ancestry identifies a chemical class or general chemical role; it does not establish the media-use or organism-specific nutritional claim. Inspect the actual lineage and source-context role evidence.		false
data/ingredients/mapped/D-2-Aminobutyric_Acid.yaml	f45d2cf926674370b51282c314b27ccae3ee111d404efc1d4c9c154c6861b5f3	7d31b5bc3b31af72e9763c0dced0805a7e6435f4c0a8f0027fd68740f6d7fe14	MIM.assertion:5bc4e100735fde3bf6004ee4bdaee1ebc7d8c06da8005d9e9a6b85a9850ead74	nutritional_roles	0	AMINO_ACID_SOURCE	ANCESTRY	OPEN_REQUIRES_ORIGINAL_SOURCE	Ontology ancestry identifies a chemical class or general chemical role; it does not establish the media-use or organism-specific nutritional claim. Inspect the actual lineage and source-context role evidence.		false
data/ingredients/mapped/D-Alanine.yaml	339e66c0d8cd147d235511dc025429b213cd70036bc987966c5f923ac02a1605	7d31b5bc3b31af72e9763c0dced0805a7e6435f4c0a8f0027fd68740f6d7fe14	MIM.assertion:bef3dfcc32f4fa34500af92521966506fbe41dae382df7bd2c870a6b18051d66	nutritional_roles	0	AMINO_ACID_SOURCE	ANCESTRY	OPEN_REQUIRES_ORIGINAL_SOURCE	Ontology ancestry identifies a chemical class or general chemical role; it does not establish the media-use or organism-specific nutritional claim. Inspect the actual lineage and source-context role evidence.		false
data/ingredients/mapped/D-Aspartic_Acid.yaml	270dac8e5c03a2e131d5f4635cc1715cb9216723cc7370785ce38ece87eca887	7d31b5bc3b31af72e9763c0dced0805a7e6435f4c0a8f0027fd68740f6d7fe14	MIM.assertion:e2db19989349e498f513544b222a05367f80c5bbf86d2ec0b8d91033d16a4c91	nutritional_roles	0	AMINO_ACID_SOURCE	ANCESTRY	OPEN_REQUIRES_ORIGINAL_SOURCE	Ontology ancestry identifies a chemical class or general chemical role; it does not establish the media-use or organism-specific nutritional claim. Inspect the actual lineage and source-context role evidence.		false
data/ingredients/mapped/D-Fructose_6-phosphate_Disodium_Salt_Hydrate.yaml	2244062bcf003bedc31752d4b5b370a062b488c426fd025f86ce7cecc154a565	df2072c00c03ccac74a186fad08ecce37b665354626058d581fd7b3f601cd30f	MIM.assertion:0a442dab56b939991b5b1364289aed01f4b9ca5d0b66d81cfdafc517f6fbefbb	nutritional_roles	0	CARBON_SOURCE	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/D-Glucaric_Acid.yaml	28cb4957cd4826f99337d6b52f18de2844e52af42d728a893dc307967f90d8db	4ea628be52149f9b81f39b2e78a409a172515bc4ad5c8e5c6fb4eba7014f1b6e	MIM.assertion:ac377c2fd41f5b9eae8d6bd8ab7afe7f9762fcca7768c6d5f5bdb8022e663dc8	nutritional_roles	0	CARBON_SOURCE	ANCESTRY	OPEN_REQUIRES_ORIGINAL_SOURCE	Ontology ancestry identifies a chemical class or general chemical role; it does not establish the media-use or organism-specific nutritional claim. Inspect the actual lineage and source-context role evidence.		false
data/ingredients/mapped/D-Glucose-6-Phosphate_Sodium_Salt.yaml	92e0e4a5be91c1d5be30056ba6e68de884b3f59aecc8281b4ccdf5cf26935feb	df2072c00c03ccac74a186fad08ecce37b665354626058d581fd7b3f601cd30f	MIM.assertion:8adad64fe9722b760229fa3f985831ae36f3bc44c783c1423908573ec9bd1e46	nutritional_roles	0	CARBON_SOURCE	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/D-Glutamic_Acid.yaml	cda896e8d5e530ec719d30737893fa426a6e454dcc53548e12af8471a8ad5526	7d31b5bc3b31af72e9763c0dced0805a7e6435f4c0a8f0027fd68740f6d7fe14	MIM.assertion:f48000c695741eaa82dac3d3cccf479cf530711964aae0ba2fc80b5cda794dc4	nutritional_roles	0	AMINO_ACID_SOURCE	ANCESTRY	OPEN_REQUIRES_ORIGINAL_SOURCE	Ontology ancestry identifies a chemical class or general chemical role; it does not establish the media-use or organism-specific nutritional claim. Inspect the actual lineage and source-context role evidence.		false
data/ingredients/mapped/D-Leucine.yaml	e5de64402523fc9ccc19b390ee29cbc28dfed39085395a7d15220e4b13260786	7d31b5bc3b31af72e9763c0dced0805a7e6435f4c0a8f0027fd68740f6d7fe14	MIM.assertion:72b6a0a51226836ec22c9b98da335c86daa3b4dc582099df772045fcc5e29782	nutritional_roles	0	AMINO_ACID_SOURCE	ANCESTRY	OPEN_REQUIRES_ORIGINAL_SOURCE	Ontology ancestry identifies a chemical class or general chemical role; it does not establish the media-use or organism-specific nutritional claim. Inspect the actual lineage and source-context role evidence.		false
data/ingredients/mapped/D-Leucrose.yaml	4afb61c4b4524c13a6b58fabcad62553162dccf1a3a4032e09ded3602cfc7083	df2072c00c03ccac74a186fad08ecce37b665354626058d581fd7b3f601cd30f	MIM.assertion:d8e1de077ac9c5b109bd73a4919ad69fa91178dd9605180d2899ed08c3c79245	nutritional_roles	0	CARBON_SOURCE	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/D-Lysine.yaml	ed998d8578c9e19a391eb1cd0a15faf9083e74d278085fe0596598b7d24cb392	7d31b5bc3b31af72e9763c0dced0805a7e6435f4c0a8f0027fd68740f6d7fe14	MIM.assertion:e41d6c4c1314677d4af0e389f44a63883a7bf46e54687dc5680d2c014e67f542	nutritional_roles	0	AMINO_ACID_SOURCE	ANCESTRY	OPEN_REQUIRES_ORIGINAL_SOURCE	Ontology ancestry identifies a chemical class or general chemical role; it does not establish the media-use or organism-specific nutritional claim. Inspect the actual lineage and source-context role evidence.		false
data/ingredients/mapped/D-Maltose_Monohydrate.yaml	26a9eeab846dc7bcc7bcca78b8c2f067389444a3bd23e4b85373dd61f9091bec	df2072c00c03ccac74a186fad08ecce37b665354626058d581fd7b3f601cd30f	MIM.assertion:112bbc3e9d10f5487fb97bc7c5b438e8ed8ab49542133781c24046fa1822d60c	nutritional_roles	0	CARBON_SOURCE	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/D-Maltose_Monohydrate.yaml	26a9eeab846dc7bcc7bcca78b8c2f067389444a3bd23e4b85373dd61f9091bec	05797c833ce5f55a4f9deb8713e7b56bc9b4c8e4920aeed310903d0418be101f	MIM.assertion:eeb2112d774e7ff1b4f6b44406e61d7f7af24771cd1b515f0a51980d06e5a415	nutritional_roles	1	ENERGY_SOURCE	ENERGY_TEMPLATE	OPEN_REQUIRES_ORIGINAL_SOURCE	A generic energy-substrate template does not record a supporting organism, culture condition, or utilization experiment. Source-confirm this precise stereochemical and supplied form.		false
data/ingredients/mapped/D-Mannose_6-phosphate_Sodium_Salt.yaml	a75ef83b827c57b90d984fc85d64f3a0216c7accb99a726f27830fad3820e191	df2072c00c03ccac74a186fad08ecce37b665354626058d581fd7b3f601cd30f	MIM.assertion:1833dc2f0c5817669611cff586c3e3cfa04e51c28ea1cb54253d40c4d0e2b5c7	nutritional_roles	0	CARBON_SOURCE	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/D-Methionine.yaml	4f5efa885ac3389c757f7fa257d2e620dec4d926480b7801090b2bf4b867cdec	7d31b5bc3b31af72e9763c0dced0805a7e6435f4c0a8f0027fd68740f6d7fe14	MIM.assertion:f3e5b4e872fa93e4123232e7d9f3a9e1339a3803fc36c79c5c2c7e4d6fb0f9b3	nutritional_roles	0	AMINO_ACID_SOURCE	ANCESTRY	OPEN_REQUIRES_ORIGINAL_SOURCE	Ontology ancestry identifies a chemical class or general chemical role; it does not establish the media-use or organism-specific nutritional claim. Inspect the actual lineage and source-context role evidence.		false
data/ingredients/mapped/D-Proline.yaml	cd4c31bf43a22d6cce53ad49dc8cc30b3ce3f844a05a9a5f682d3484f1d17279	7d31b5bc3b31af72e9763c0dced0805a7e6435f4c0a8f0027fd68740f6d7fe14	MIM.assertion:543b1b68918a0190b7edba2cfb9b83710d4c233658419906372e4583386fe79a	nutritional_roles	0	AMINO_ACID_SOURCE	ANCESTRY	OPEN_REQUIRES_ORIGINAL_SOURCE	Ontology ancestry identifies a chemical class or general chemical role; it does not establish the media-use or organism-specific nutritional claim. Inspect the actual lineage and source-context role evidence.		false
data/ingredients/mapped/D-Raffinose_Pentahydrate.yaml	3b0200dd4a0b0e7127b13ba0a4b278c6faa094562534f9b72a4f4c4870b87c49	df2072c00c03ccac74a186fad08ecce37b665354626058d581fd7b3f601cd30f	MIM.assertion:410709893ee5e861b4ab6875958bff3f8b4711662cc492e06cd1b9570a58f357	nutritional_roles	0	CARBON_SOURCE	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/D-Ribose.yaml	eb58aa306690df74cabeac20c829dced22c79f88370a5f4bd4daaabbe5bf1249	4ea628be52149f9b81f39b2e78a409a172515bc4ad5c8e5c6fb4eba7014f1b6e	MIM.assertion:cc2b9a575a4217ad1ec4558a3d3647e8db36b5e88620c02263e8f7d79324b916	nutritional_roles	0	CARBON_SOURCE	ANCESTRY	OPEN_REQUIRES_ORIGINAL_SOURCE	Ontology ancestry identifies a chemical class or general chemical role; it does not establish the media-use or organism-specific nutritional claim. Inspect the actual lineage and source-context role evidence.		false
data/ingredients/mapped/D-Ribose.yaml	eb58aa306690df74cabeac20c829dced22c79f88370a5f4bd4daaabbe5bf1249	05797c833ce5f55a4f9deb8713e7b56bc9b4c8e4920aeed310903d0418be101f	MIM.assertion:2d9af0af5a7921f13e5014f454e0556cc0845433a637f140095f6b655b29c0fc	nutritional_roles	1	ENERGY_SOURCE	ENERGY_TEMPLATE	OPEN_REQUIRES_ORIGINAL_SOURCE	A generic energy-substrate template does not record a supporting organism, culture condition, or utilization experiment. Source-confirm this precise stereochemical and supplied form.		false
data/ingredients/mapped/D-Serine.yaml	d6aba07f5a08cca5568562a8683e9c4ae2d771dffcbcf6b1fbe71ea735d1adb6	7d31b5bc3b31af72e9763c0dced0805a7e6435f4c0a8f0027fd68740f6d7fe14	MIM.assertion:b9ed9451c9693a6392196800a684452e1d182c355cdd49c202cce335908a5531	nutritional_roles	0	AMINO_ACID_SOURCE	ANCESTRY	OPEN_REQUIRES_ORIGINAL_SOURCE	Ontology ancestry identifies a chemical class or general chemical role; it does not establish the media-use or organism-specific nutritional claim. Inspect the actual lineage and source-context role evidence.		false
data/ingredients/mapped/D-_-galactosamine_Hydrochloride.yaml	882470ce63e5013ac4bd86e9834f284a6f4135c0f3f6a7f718e9b3a79399416f	4ea628be52149f9b81f39b2e78a409a172515bc4ad5c8e5c6fb4eba7014f1b6e	MIM.assertion:7d74fb1d992ed0d2b9e8306dd26d51fa1f7692a3be90a63d09d70ccc496aca51	nutritional_roles	0	CARBON_SOURCE	ANCESTRY	OPEN_REQUIRES_ORIGINAL_SOURCE	Ontology ancestry identifies a chemical class or general chemical role; it does not establish the media-use or organism-specific nutritional claim. Inspect the actual lineage and source-context role evidence.		false
data/ingredients/mapped/D-_-gluconic_Acid_Gamma-lactone.yaml	c880c993332c68d83bb4ba96a3c45500dea3ac7993dc4a515f6a2cdb91c74f5c	df2072c00c03ccac74a186fad08ecce37b665354626058d581fd7b3f601cd30f	MIM.assertion:5e8efb0901280dba6e1fe49f4458f7dea980ccb31f4b70a66074520936c4c49b	nutritional_roles	0	CARBON_SOURCE	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/D-_-gluconic_Acid_Gamma-lactone.yaml	c880c993332c68d83bb4ba96a3c45500dea3ac7993dc4a515f6a2cdb91c74f5c	05797c833ce5f55a4f9deb8713e7b56bc9b4c8e4920aeed310903d0418be101f	MIM.assertion:4ac1d919eea4e4c0225f5ab02701afc916dcf06d1ece7ef428222670dcb1ebdb	nutritional_roles	1	ENERGY_SOURCE	ENERGY_TEMPLATE	OPEN_REQUIRES_ORIGINAL_SOURCE	A generic energy-substrate template does not record a supporting organism, culture condition, or utilization experiment. Source-confirm this precise stereochemical and supplied form.		false
data/ingredients/mapped/D-_-melezitose_Hydrate.yaml	e1b61c883ad813d73b3b508054774699b577fbaa90c8dd6fd4748abfa20bcc59	df2072c00c03ccac74a186fad08ecce37b665354626058d581fd7b3f601cd30f	MIM.assertion:c8efa515993599c00b953f93fdde8ee2004b15b4890ca8fe02de70d2c35cb1bd	nutritional_roles	0	CARBON_SOURCE	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/D-_-melezitose_Monohydrate.yaml	e17d80e75cf8794f5f4e2cab65a4cff77c92f921add55e36185549f75aff3222	df2072c00c03ccac74a186fad08ecce37b665354626058d581fd7b3f601cd30f	MIM.assertion:986dee551fae01c9db70e6c12d3767f21e744a56cc5a61d16278e20b0a3b9905	nutritional_roles	0	CARBON_SOURCE	NAME_PATTERN	OPEN_REQUIRES_ORIGINAL_SOURCE	Name-pattern matching does not establish the ingredient-specific biological or formulation role. Inspect a preparation manual, original culture method, or direct utilization study.		false
data/ingredients/mapped/D-_-tagatose.yaml	80df3f31b68b9a204f213badc49d094e386baa3ddc74dc8cb7e7e97ddb097590	4ea628be52149f9b81f39b2e78a409a172515bc4ad5c8e5c6fb4eba7014f1b6e	MIM.assertion:9feb81852a7c0508c48cfce89d650870d2b7284b8291db0caa7c603c734c59a8	nutritional_roles	0	CARBON_SOURCE	ANCESTRY	OPEN_REQUIRES_ORIGINAL_SOURCE	Ontology ancestry identifies a chemical class or general chemical role; it does not establish the media-use or organism-specific nutritional claim. Inspect the actual lineage and source-context role evidence.		false
data/ingredients/mapped/D-_-turanose.yaml	9cd9bc8e0241aeb6fefb190c42d61acaca579aee65535cb46fdca43514d85dc1	4ea628be52149f9b81f39b2e78a409a172515bc4ad5c8e5c6fb4eba7014f1b6e	MIM.assertion:76ed295960813312436caf48d0834190f5d99f4828e92097c800780450444e69	nutritional_roles	0	CARBON_SOURCE	ANCESTRY	OPEN_REQUIRES_ORIGINAL_SOURCE	Ontology ancestry identifies a chemical class or general chemical role; it does not establish the media-use or organism-specific nutritional claim. Inspect the actual lineage and source-context role evidence.		false
