assertion_id	source_record	source_record_sha256	assertion_type	source_position	assertion_sha256	resolution_status	review_reason	review_evidence
MIM.review:93a391c74e598d0a78872d306458cce3c23a6ae4f7408ba6d5e76a4de6c673a2	data/ingredients/mapped/UW_Concentrated_Base_No_Mo.yaml	daa15aae2de103e20e4916c105333d51581a8da24616ef312ba0b6a98d05fb0c	nutritional_roles	1	2bff5c180e635036a226b1c23efc6dba15abaa09def54bea481ffa226d2e5500	APPROVED	Explicit role-level source-scope review and archived reasoning apply to the exact unchanged record, assertion and position; not a fresh growth experiment.	reports/semantic_review_20260921/resolution/roles/inherited-role-review.json
MIM.review:3beda289476f9485dfcf2b9406c353482d948c97f288729ee621d9a74c8cf3ba	data/ingredients/mapped/UW_Concentrated_Base_No_Mo.yaml	daa15aae2de103e20e4916c105333d51581a8da24616ef312ba0b6a98d05fb0c	nutritional_roles	2	eb86f240b97f9f877dd414a27af76b5cb67468ff6e9e3faf326b31af52ec608e	APPROVED	Explicit role-level source-scope review and archived reasoning apply to the exact unchanged record, assertion and position; not a fresh growth experiment.	reports/semantic_review_20260921/resolution/roles/inherited-role-review.json
MIM.review:dc898a952f50acf64158719f9a6123305fd3737a1e7dfe0b1e385761cb96c138	data/ingredients/mapped/UW_Concentrated_Base_No_Mo.yaml	daa15aae2de103e20e4916c105333d51581a8da24616ef312ba0b6a98d05fb0c	nutritional_roles	3	13706b4a9d5e3320e6d2e195a3794cc544d50215ad13425a7e23efa511f4d227	APPROVED	Explicit role-level source-scope review and archived reasoning apply to the exact unchanged record, assertion and position; not a fresh growth experiment.	reports/semantic_review_20260921/resolution/roles/inherited-role-review.json
MIM.review:9d332d7b42c8d9c4e3dad09c4b15364d73a567ba07c19a5c2f32789f9ffb9d1c	data/ingredients/mapped/UW_Concentrated_Base_No_Mo.yaml	daa15aae2de103e20e4916c105333d51581a8da24616ef312ba0b6a98d05fb0c	nutritional_roles	4	d9cda90e2bf18538c24f72f9159e529addfe904741552227b165f74c44c6e30a	APPROVED	Explicit role-level source-scope review and archived reasoning apply to the exact unchanged record, assertion and position; not a fresh growth experiment.	reports/semantic_review_20260921/resolution/roles/inherited-role-review.json
MIM.review:93cde089e523effade93e21f4bf65782462568b68fec61264b645588d669b9f0	data/ingredients/mapped/UW_Concentrated_Base_No_Sulfur.yaml	ab68055139180f35162d25ad6f43160fbad7e09838d653419b10967c3558a28f	component	1	bac4c6dd0847dc3d2992528885e66af649babe54b67288b8bb46e2f7cfeb80e9	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:05ce48ecfca01e2e128e53450d37b8ceae8975f217933885cfbd7450cf0716ed	data/ingredients/mapped/UW_Concentrated_Base_No_Sulfur.yaml	ab68055139180f35162d25ad6f43160fbad7e09838d653419b10967c3558a28f	component	10	49e5e37f879d544cf66d91a53c20acda190cabebaa7ba70efa5f0cf4680eee81	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:23fabeaaccddd5dc2e1566f20a47d721b87c26e70fa023fa5791bc82586115f5	data/ingredients/mapped/UW_Concentrated_Base_No_Sulfur.yaml	ab68055139180f35162d25ad6f43160fbad7e09838d653419b10967c3558a28f	component	11	85f63384df5d648f392d63aea18cd30d084233e7405eb54fb3e0e3c2a47db8a4	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:77f760e31512348f16b05bc1bb50aa88029f665fc48b62710d64564b71d708a8	data/ingredients/mapped/UW_Concentrated_Base_No_Sulfur.yaml	ab68055139180f35162d25ad6f43160fbad7e09838d653419b10967c3558a28f	component	2	35d7963973d621171077cd87b4c08e5debd5eafeb80358681c1f3de6810b2618	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:ac968264441a1dc1ce809fc470db1bdbe1e91c75ba001c9fa9fc90ff354c9384	data/ingredients/mapped/UW_Concentrated_Base_No_Sulfur.yaml	ab68055139180f35162d25ad6f43160fbad7e09838d653419b10967c3558a28f	component	3	b656ecfe376187321f492f3f749e7a76aa0562c447fc2f382dbbfca00b027ceb	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:744d0cd42669408bd61e1763e10444bd9d3a90c395f85a0945707166077822c4	data/ingredients/mapped/UW_Concentrated_Base_No_Sulfur.yaml	ab68055139180f35162d25ad6f43160fbad7e09838d653419b10967c3558a28f	component	4	e7a69324f99b9c99095569ba1c7d60b954d2abe32c5a73c1dc8352b4790ecaa7	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:aff5aece33b064cc4163426121f9b7b7effce8c6bf16cbcd3d9c541212dda1d0	data/ingredients/mapped/UW_Concentrated_Base_No_Sulfur.yaml	ab68055139180f35162d25ad6f43160fbad7e09838d653419b10967c3558a28f	component	5	e2824df5aca4743fe4fcedcc63959f05b6ee61ac1b715dc2a25ebcc8a4b18963	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:edfd5abc22ec6b7dda5405602e03d8db87de68e543c06b966598273ced49935d	data/ingredients/mapped/UW_Concentrated_Base_No_Sulfur.yaml	ab68055139180f35162d25ad6f43160fbad7e09838d653419b10967c3558a28f	component	6	129fbf19969a7938fac56eb2bd0c9f4d97cf7a3e1c377dd33abc658b82fc4ac6	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:2211af52bbb5b1b794fb874d383d47e7316446b2172963d6c1d891f9754db32b	data/ingredients/mapped/UW_Concentrated_Base_No_Sulfur.yaml	ab68055139180f35162d25ad6f43160fbad7e09838d653419b10967c3558a28f	component	7	28e19b3f1e7a8f0f17b4a3724a718e4a8fd24e3d55b1d23f6e78c84c8c192e65	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:dd168066ab47290bed0a1cf6657a030e682f5fb73f0a4869bfc149aa426020f5	data/ingredients/mapped/UW_Concentrated_Base_No_Sulfur.yaml	ab68055139180f35162d25ad6f43160fbad7e09838d653419b10967c3558a28f	component	8	1cae71e916b711a19bda885b63f164d69cd3d24616919cf0934a9237efa54142	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:d1e82068f5a6d127b3a37c32e98341dc5c7d843c43a47e26c727217d25713765	data/ingredients/mapped/UW_Concentrated_Base_No_Sulfur.yaml	ab68055139180f35162d25ad6f43160fbad7e09838d653419b10967c3558a28f	component	9	3f5e4a4ad0977f87c3112d03040f592ae9e408803e75bb7f363aa5bea4235eb9	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:4a9150bd64dedbc819e943503f9d23afee24784f4319d55ca3a977cf4fd888b6	data/ingredients/mapped/UW_Concentrated_Base_No_Sulfur.yaml	ab68055139180f35162d25ad6f43160fbad7e09838d653419b10967c3558a28f	nutritional_roles	1	3d3b8c99fcdf31ece14e7bba2012bef279094426c0ceaa113f1447e4a0615c06	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:04c24ac1cb0479c023169f4814660c8f98c1b93910b9a7111680716c2bae4c83	data/ingredients/mapped/UW_Concentrated_Base_No_Sulfur.yaml	ab68055139180f35162d25ad6f43160fbad7e09838d653419b10967c3558a28f	nutritional_roles	2	9de10fb967dcb1d2091cec69000680e005c9676754c7e425442ef98117b26376	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:1e6a8c2cfd71524f7e55d062a0eaa31336c22adebfb78a9511d464783981c573	data/ingredients/mapped/UW_Concentrated_Base_No_Sulfur.yaml	ab68055139180f35162d25ad6f43160fbad7e09838d653419b10967c3558a28f	nutritional_roles	3	ef6d6b2ea5b868a9586b95e82cf6f7606a31b8a113ca78964a529fdd198ee57b	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:2f9fe8e57db3ef576f52b221e3aab75f89223569749cc7b1072227e802ef1be1	data/ingredients/mapped/Urea.yaml	f8ad526286f1ad552a71d5022f9a4869ad739a0e2f1f494d5c9bbb65f0b1e11f	nutritional_roles	1	7c992a69daf1ed4adf50d5e9391fe00df79a26a753b3415a27988254701f4b0f	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:9c63f7baabac1811f12cfb99252f61592a4719c976d606b4831d1e00d17083eb	data/ingredients/mapped/Valeric_Acid.yaml	67ef8d965bb89f4862fac1b03aa2cdfab4505741b27017ae5d2c33fb4ad31a56	nutritional_roles	1	29b5d370304d257b691a42ffc40b3f31176229b110bed3d04ff0d6ec9d1f1b19	APPROVED	Explicit role-level source-scope review and archived reasoning apply to the exact unchanged record, assertion and position; not a fresh growth experiment.	reports/semantic_review_20260921/resolution/roles/inherited-role-review.json
MIM.review:188bcc72e3369d6da63c29a13640bf6a8cd81f739d6c168f25bd6bf4d5704781	data/ingredients/mapped/Vanadium_Chloride.yaml	c8aea81224aa456d3adaba2c0b09192b067bb612d45878774d3d6cab981aaa36	nutritional_roles	1	bd2e2b4f6e9ac2aab180a7d3f143fa9bb9f71a8140db8da2244c0efb52e3877e	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:968bb63fcca66a750c2e2afbdc5e8992d9771b8b0af03c17717451bfb833a787	data/ingredients/mapped/Vancomycin_Hydrochloride_From_Streptomyces_Orientalis.yaml	1ec3918aaaebfd97d87d712c6539cbdad0a1f063169aed25e7fd0778a438692b	physicochemical_roles	1	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:47b6c0c6c1aae70119820317e7a3e2294fa5fe814ca47f30f6dfafc536967a00	data/ingredients/mapped/Vancomycin_Hydrochloride_Hydrate.yaml	7b2a0d9439f1922307397b1470b9bf6d1052129aa298e3fac572188935e240f5	physicochemical_roles	1	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:b84e18e2d3e050de3ab87195e10fddcb531080e48d4a668c239cd683f3d1fc3d	data/ingredients/mapped/Verbascose.yaml	74418126fd006d67a5df15cbdde780f2394bc8f3115fa04f082668c30a11451b	nutritional_roles	1	4ea628be52149f9b81f39b2e78a409a172515bc4ad5c8e5c6fb4eba7014f1b6e	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:7524181667f549fe604882cf3083e7cb3e05b67389a451b6c36801a1c24d6e55	data/ingredients/mapped/Vitamin_B12.yaml	be3c236aa4e64ed30433693cbd5dc261f7aa012ce5c79bc24608d51786060c1b	nutritional_roles	1	add0f9f4b6e925f45846c8f1bc0d7e1c21ad1e2892d8a1447cdb319ba6f95a3c	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:fac201155e070db6bd04c6ba52da10ea16d84838926385b0cb54d4f971168e52	data/ingredients/mapped/Vitamin_K1.yaml	b1b4d7e83be0bbefa3d6100a34159db0c6806253cad60ee2c121be58357fb94a	nutritional_roles	1	add0f9f4b6e925f45846c8f1bc0d7e1c21ad1e2892d8a1447cdb319ba6f95a3c	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:2d52b1bce45c7834a12e0a162600b46664f1e138f73a7246fac24d88ec1e73f8	data/ingredients/mapped/Vitamin_Solution.yaml	305d7f69b9a02684450fd10df96c558cc1d7828a306bc661a9d3887fb4e57d7e	nutritional_roles	1	586a11e57ecf2eb1b36dbe62db7838c2787da19292dbb0c8a15e9944b2a97610	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:59aed6e8a086aeddc7f11946661a8eb298813173f8e3323d472ce18ce0126995	data/ingredients/mapped/Vitamin_Solution_See_Medium_No_403.yaml	32345a69b68f891ceae2da28db7a4840648823327726b4ad3bb645569060ca48	nutritional_roles	1	586a11e57ecf2eb1b36dbe62db7838c2787da19292dbb0c8a15e9944b2a97610	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:c45051918fef18aece63c791ba2704f9c8305b80496dc957181776075f4cb3c8	data/ingredients/mapped/Vitamin_Solution_Thermophilic_Formulation.yaml	5c1ff126d499e61de9ee263e569b9c967994ced7f604fbbc5cade893dc2c6ab2	nutritional_roles	1	586a11e57ecf2eb1b36dbe62db7838c2787da19292dbb0c8a15e9944b2a97610	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:964b6976ed198a7b2689a6c006e043fc8f629c2b5f5dfb4585e060ab74732f2a	data/ingredients/mapped/Voso4_X_2_H2o.yaml	6f07aa7907ded0ba08a20bb6cff5a76b7350a17aa52925346eae9163d5a5d1ee	nutritional_roles	1	b45b8928a6df5574a08943b132875fd59e1bbea35a2805a084bef7e0bc5e80bb	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:f82c3fce0265fda88db7cdba66f9b8f079197acb75324ece93000699f5d60ba5	data/ingredients/mapped/Voso4_X_5_H2o.yaml	2903645ba0ba6c7c0455dc876db9b88bb355d72e0f8a818e269fdfb39800b192	nutritional_roles	1	b45b8928a6df5574a08943b132875fd59e1bbea35a2805a084bef7e0bc5e80bb	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:94aff2768fe429d4f225d55a51ecb893d92a19a4a930af658f69827cd64573c6	data/ingredients/mapped/Voso4_X_N_H2o.yaml	bd15f57d4e547908edcffa874470f4cc2adfe672002fe3532be67c30e63caeaf	nutritional_roles	1	b45b8928a6df5574a08943b132875fd59e1bbea35a2805a084bef7e0bc5e80bb	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:9d127f27d5447f3807bf1bb72ed60be5ba95a724586f4337c6e642cc06435ad2	data/ingredients/mapped/Vulgamycin.yaml	a602884e4b0ada6c719c9fb22b0e8163ead1943ff7c5abbd9ebdb4cfe2b50dbe	physicochemical_roles	1	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:b948148d637a457413d778ad32405e698fca4f11e1e2acfdb7d1b2deb99c36a3	data/ingredients/mapped/Wc_Trace_Elements_Solution.yaml	692af797eb0d2e1a83938dbdd111e8ddcadcc9d881f03696358cede40a126aee	nutritional_roles	1	bd2e2b4f6e9ac2aab180a7d3f143fa9bb9f71a8140db8da2244c0efb52e3877e	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:f5fff120b0caa5eed0e9b413ed24e774de43f2aaabe59514ad70e7910dbb4b2e	data/ingredients/mapped/Wheat_Arabinoxylan.yaml	a0b9c5f85a746d5fd48f030e181dacb8455c0373e00a9b8f1616bd61ed5cc35a	nutritional_roles	1	4ea628be52149f9b81f39b2e78a409a172515bc4ad5c8e5c6fb4eba7014f1b6e	OPEN	No current positive scientific disposition; unresolved evidence or record findings remain.	
MIM.review:3a8ec01a2451ee5328580987599c1afe830252d5920f0d692390aa5c52870304	data/ingredients/mapped/Wolfes_Mineral_Mix.yaml	8c3a73cfa1887197e1e795b7dc99195b2072f4688ac4404f0db83b00e3e95a89	component	1	f7fb056416165f100a463c0e1b1de6be7c4ea9d1b6d12af241fdffc0a5a82e55	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:8858457be406a59f7129d54250e23fb949b03edc8675fc1806af31b303bff35c	data/ingredients/mapped/Wolfes_Mineral_Mix.yaml	8c3a73cfa1887197e1e795b7dc99195b2072f4688ac4404f0db83b00e3e95a89	component	10	b325de9b721c6817749e8bcae38f20d465e93f37c3a66676c5b028ee8f9d952b	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:3b58cbed965132a62b8358706260585245f5445cc2b1eb1cceb607290cf3f0c0	data/ingredients/mapped/Wolfes_Mineral_Mix.yaml	8c3a73cfa1887197e1e795b7dc99195b2072f4688ac4404f0db83b00e3e95a89	component	11	0f36c55586d3b8ca2f7eacffb4ad09fdd304b98466cb4d116dffd2374fab74cd	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:878e758521681beb2fdc59edb5553e827fa07b3e3d4ac246a6177c9f080075c7	data/ingredients/mapped/Wolfes_Mineral_Mix.yaml	8c3a73cfa1887197e1e795b7dc99195b2072f4688ac4404f0db83b00e3e95a89	component	12	6bd894adf59ac93b2cd6c777b6966d955a7f7ce93ae097fa1b1f441f2df5bb8e	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:322ef89f28f4263b0e5ae42c2a310efbaa14796beb5b3e93154edd72cb1e8325	data/ingredients/mapped/Wolfes_Mineral_Mix.yaml	8c3a73cfa1887197e1e795b7dc99195b2072f4688ac4404f0db83b00e3e95a89	component	13	fecc9fcbb2d78069d54f62f89f2a040c26cdd3f660ff8f0798fd2d8dfc632fc4	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:4f1e03923bdbc5df3ab7dae59434620a61e48146363a5801daf09f5e0fd8740a	data/ingredients/mapped/Wolfes_Mineral_Mix.yaml	8c3a73cfa1887197e1e795b7dc99195b2072f4688ac4404f0db83b00e3e95a89	component	2	8c487391aba5450fb58723240bd632acb46fcb79c3530485ce70a0591f7c106e	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:5012f31121f1afe04ac39d18865427ae306af161d329671106ddb3e128fafe0c	data/ingredients/mapped/Wolfes_Mineral_Mix.yaml	8c3a73cfa1887197e1e795b7dc99195b2072f4688ac4404f0db83b00e3e95a89	component	3	ad41d20b073c0576b92858c46e777cb7c73f101695102823d25f3080656d6720	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:961b2f5ec91bccdf2da0914bd6ad35204de2a61cd9235b2a546eca4eccee50f8	data/ingredients/mapped/Wolfes_Mineral_Mix.yaml	8c3a73cfa1887197e1e795b7dc99195b2072f4688ac4404f0db83b00e3e95a89	component	4	dbb14108dc040a945593d60d494a8c6052e6ac4be24f670ee69604a20eb841ad	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:fdc76962b2e06c99693950bb0821043f24a7a19f470a1b5ca4b6a23549951093	data/ingredients/mapped/Wolfes_Mineral_Mix.yaml	8c3a73cfa1887197e1e795b7dc99195b2072f4688ac4404f0db83b00e3e95a89	component	5	00aae48e01266a2f9acaeeac3e5e2f04ac3ce4db46d095df4f450c158291c1d6	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:727aa6577d37b65ca47248d2c6cc6f96862267a755d10093aee58d241552e22e	data/ingredients/mapped/Wolfes_Mineral_Mix.yaml	8c3a73cfa1887197e1e795b7dc99195b2072f4688ac4404f0db83b00e3e95a89	component	6	633557208587305dd9f0826d6e1b4b565fad767215797fe6ecfd2e052f633032	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:50b6d9136712dd6223b50c088f908c4cd74ee5c83366623d0b1341ed4beae56d	data/ingredients/mapped/Wolfes_Mineral_Mix.yaml	8c3a73cfa1887197e1e795b7dc99195b2072f4688ac4404f0db83b00e3e95a89	component	7	67d5d1aea77447ed43c09206e24bee173f6a7be814327381b0fd805a891f0dec	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:f0188ea3e6c023d5b12cc4901dfc85661399ce8acc103112ddbc50d0053976be	data/ingredients/mapped/Wolfes_Mineral_Mix.yaml	8c3a73cfa1887197e1e795b7dc99195b2072f4688ac4404f0db83b00e3e95a89	component	8	199d61cc9314c71176d54e73b5df47824b7580a2cd8e85e8b3841a86d418ee03	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:3c959ed02fbac1e787eb64de55aeba23e8ba8b1d80cfee544150d7e76588109d	data/ingredients/mapped/Wolfes_Mineral_Mix.yaml	8c3a73cfa1887197e1e795b7dc99195b2072f4688ac4404f0db83b00e3e95a89	component	9	1c9ddf8d72f21ebeb701feaa5ee79b110e986bbb56b6c7363353136008d886cd	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:a54b1d51f5b58bbb134d99ce205e1ff2906df54ce17642315514488ea7c19978	data/ingredients/mapped/Wolfes_Mineral_Mix.yaml	8c3a73cfa1887197e1e795b7dc99195b2072f4688ac4404f0db83b00e3e95a89	nutritional_roles	1	d6dd47090e8240cad81905ce75e6e4c4d4ea1b621ec9d55abcd7581323f816d3	APPROVED	Explicit role-level source-scope review and archived reasoning apply to the exact unchanged record, assertion and position; not a fresh growth experiment.	reports/semantic_review_20260921/resolution/roles/inherited-role-review.json
MIM.review:bff9fbdb87e83ccc0f410ad34868fa09fab3019d2095107f6c9f3050d3a704a0	data/ingredients/mapped/Wolfes_Mineral_Mix.yaml	8c3a73cfa1887197e1e795b7dc99195b2072f4688ac4404f0db83b00e3e95a89	nutritional_roles	2	e7b0b60e20f97a8def48f4f5521f4a853804149751443a335b8bfcdef84c1817	APPROVED	Explicit role-level source-scope review and archived reasoning apply to the exact unchanged record, assertion and position; not a fresh growth experiment.	reports/semantic_review_20260921/resolution/roles/inherited-role-review.json
MIM.review:4bf1b30d0e149ee5ca7fe39e8bf12c0865852b33404d0fbc55c4f2782a77bd7c	data/ingredients/mapped/Wolfes_Vitamin_Mix.yaml	709749bd7c83c38a09400fc1893885ead753847ff9d1cbbe4ec76b431d349738	component	1	d1c5b16100cf3e65bd4e42c26e86ef9aeefc9d5c5ede1291a7a05cf458224857	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:7d91bbe0706b7bb68c8f7ab8c276ed2d62ed01734e0f542bb8d656ee0738b7a1	data/ingredients/mapped/Wolfes_Vitamin_Mix.yaml	709749bd7c83c38a09400fc1893885ead753847ff9d1cbbe4ec76b431d349738	component	10	7c5a6bd520425eae198827145134d02370e6ac242216757a06efd429228722ad	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:58f386c65bef7c892b17eb4bd542e095a1b303c77289879cd50a672ee5259aa5	data/ingredients/mapped/Wolfes_Vitamin_Mix.yaml	709749bd7c83c38a09400fc1893885ead753847ff9d1cbbe4ec76b431d349738	component	11	d18a81576caba9e58e1968044ce0fe16747c15b9495c38b6ca2e78ea1d88882c	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:a7342214d395d205bfa5ad66e3e448967a4fa64b1d97586508ee87ceb1eaca85	data/ingredients/mapped/Wolfes_Vitamin_Mix.yaml	709749bd7c83c38a09400fc1893885ead753847ff9d1cbbe4ec76b431d349738	component	12	4b0552211958e1f6d8bb5d0df2b961af87f4e3b0e5e2b6f06fb5c94a28faa2c4	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:0c641d583f0504dabf3d9887ccfa3433cb6f72343d76c6f12aaae3022ad4dc58	data/ingredients/mapped/Wolfes_Vitamin_Mix.yaml	709749bd7c83c38a09400fc1893885ead753847ff9d1cbbe4ec76b431d349738	component	2	de384c3840a449f81aa0de10fa769c9792d6fe604f6e714e5d6939bb7227269d	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:5339f9a7b9b0c2f298fa8d0dcb9c988a3a81d5334878b13abcec74eeed94d538	data/ingredients/mapped/Wolfes_Vitamin_Mix.yaml	709749bd7c83c38a09400fc1893885ead753847ff9d1cbbe4ec76b431d349738	component	3	524ea6087ed5c3ea229621c6998fecfaabf8fa15add3d3c1ffa76990db52bdcf	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:761975e3ea6103ad1822167a34e96552821b0b03d74957d898827875d922357e	data/ingredients/mapped/Wolfes_Vitamin_Mix.yaml	709749bd7c83c38a09400fc1893885ead753847ff9d1cbbe4ec76b431d349738	component	4	cfe364a2e85a091c3e7c4847d8e39f270a286005a7d0986cc2e0c2469980c9ca	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:671fe0ade480a8ace5ede916b3be3b5122714d71033c9da46046c651236e461b	data/ingredients/mapped/Wolfes_Vitamin_Mix.yaml	709749bd7c83c38a09400fc1893885ead753847ff9d1cbbe4ec76b431d349738	component	5	2d806eda0e07e1bd36ea3fdf7d38be756d2b1a8106e0ef72c8381c3b167a921d	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:0804885b99e645c42dbcf13548d3f7e2eb429ec4b716b51e3f010a329b9e7f3b	data/ingredients/mapped/Wolfes_Vitamin_Mix.yaml	709749bd7c83c38a09400fc1893885ead753847ff9d1cbbe4ec76b431d349738	component	6	1c65363cc2c5a8e4d5f9c6df45a9461c662f881088e10a86defd03d26a7d159c	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:8afac1b219ae40cc65017531ab2ff7fc282f21010b924201643c47ef02a46f8b	data/ingredients/mapped/Wolfes_Vitamin_Mix.yaml	709749bd7c83c38a09400fc1893885ead753847ff9d1cbbe4ec76b431d349738	component	7	ae7d8aa8d1836c17826cbd56c975c90b8bb0793b1f80af2f33684aa9e63f472d	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:5ba9887f17312b8055a8650f6ac1e4f79592fa981e36e05b9d2ccfa63029e3b0	data/ingredients/mapped/Wolfes_Vitamin_Mix.yaml	709749bd7c83c38a09400fc1893885ead753847ff9d1cbbe4ec76b431d349738	component	8	055acb84b714211b728bd0576157b51f67c3b5e9f05028af53c1ce8da67c74f4	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
MIM.review:5eacef895170c01bbac5d5206b8337d544187bba617ff0dec308df96a1ab0d86	data/ingredients/mapped/Wolfes_Vitamin_Mix.yaml	709749bd7c83c38a09400fc1893885ead753847ff9d1cbbe4ec76b431d349738	component	9	939b9d19c72f85e0a7420a4d944fbe9f39f953f4ffd6cd80ed590a42f12c2bea	APPROVED	Existing positive review applies to byte-identical source record and assertion payload; not a fresh literature review.	reports/semantic_review_20260921/resolution/historical-review-evidence.json
