finding_id	kind	source_record	current_record	current_record_sha256	original_assertion	original_object	disposition	reason	source_context_rows	source_dois	change_plan
SEM:1bdf40abc89d8724a79e	component_source_scope	data/ingredients/mapped/PYG_Rumen_Fluid.yaml	data/ingredients/mapped/PYG_Rumen_Fluid.yaml	833d1bf421b60fb474361c29a35f88d5702c790d5385221d6fa6757199801c01	MIM.assertion:c60809e252ca0c3ebfacc92025767dbfc94b23717414f11310c2ab05943ff4f7	MICRO:0000178	OPEN_SOURCE_VERIFICATION	Raw source is Eubacterium ruminantium. An unrelated 1993 experimental paper supports rumen-fluid-supplemented PYG for this species, but neither clarification nor the original source-specific recipe has been verified.	5906	https://doi.org/10.1002/9781118960608.gbm00629	
SEM:2e254ee4bffbc351d610	component_source_scope	data/ingredients/mapped/PY-maltose.yaml	data/ingredients/mapped/PY-maltose.yaml	2541f490f2d97f40eb21139dfd94373a90d419f91aaeabd111e8af711d7f44f0	MIM.assertion:ce39eb7633a3edf0f556939ef53699cebe320b591e7f0d300ea75217cbbd425f	CHEBI:17306	OPEN_SOURCE_VERIFICATION	Raw source is Clostridium leptum. The prior report explicitly required upstream context before accepting an example formulation; original source recipe remains uninspected.	4130	https://doi.org/10.1002/9781118960608.gbm00619	
SEM:daaee2adea08a4acf238	component_source_scope	data/ingredients/mapped/PYG.yaml	data/ingredients/mapped/PYG.yaml	2560177ec64534d39f8b7a9a151bbddd08b70f1c34ce50d7cc6f603dd44ddb83	MIM.assertion:d355adadf96b6288ce36974d79d816537ae9b9b05df9da518df6e6cbbe517286	FOODON:03315426	OPEN_SOURCE_VERIFICATION	The 114 raw occurrences span multiple species and Bergey chapters. Generic PYG recipes corroborate a family but do not independently verify every source preparation; original chapter/recipe comparison remains open.	840|1397|1569|1587|1641|2734|4043|4060|4063|4065|4067|4070|4072|4073|4076|4078|4082|4085|4086|4088|4090|4114|4121|4123|4140|4146|4147|4149|4150|4154|4156|4158|4168|4171|4175|4176|4178|4183|4185|4193|4196|4206|4412|4413|4414|5742|5891|5893|5896|5897|5900|5901|5903|5905|5907|5909|5910|5911|5912|5913|5915|5916|5917|5987|5989|5998|6554|6756|7187|7543|7893|8852|8888|8889|8891|8893|12981|14283|14291|14292|14293|14295|14310|14867|14869|14870|14871|14872|14873|14874|14875|14876|14877|14878|14880|14884|14885|14915|14916|14927|14931|14935|14940|14946|14956|14966|14968|14969|15012|15751|16279|17346|19988|20356	https://doi.org/10.1002/9781118960608.gbm00167|https://doi.org/10.1002/9781118960608.gbm00246|https://doi.org/10.1002/9781118960608.gbm00249|https://doi.org/10.1002/9781118960608.gbm00619|https://doi.org/10.1002/9781118960608.gbm00629|https://doi.org/10.1002/9781118960608.gbm00631|https://doi.org/10.1002/9781118960608.gbm00642|https://doi.org/10.1002/9781118960608.gbm00668|https://doi.org/10.1002/9781118960608.gbm00705|https://doi.org/10.1002/9781118960608.gbm00712|https://doi.org/10.1002/9781118960608.gbm00717|https://doi.org/10.1002/9781118960608.gbm00755|https://doi.org/10.1002/9781118960608.gbm00768|https://doi.org/10.1002/9781118960608.gbm01083|https://doi.org/10.1002/9781118960608.gbm01536|https://doi.org/10.1002/9781118960608.gbm01632|https://doi.org/10.1002/9781118960608.gbm01634|https://doi.org/10.1002/9781118960608.gbm01733	
SEM:bb91c23ac1b876d1ca4f	recipe_identity	data/ingredients/mapped/BHI.yaml	data/ingredients/mapped/BHI.yaml	8a92a45109104ea66b2df383dcb5b22a82683e29d201ba493125cf35e968ce0d	MIM.assertion:dae9c3d546d9bc2f9c809feebe26f12d55454a035c509581c1232ac3bae502da	CultureMech:015492	WITHDRAWN_EXACT_FORMULATION	Raw BHI belongs to Hespellia porcina; no formulation/quantity comparison with CultureBotHT/FEBA CultureMech:015492 is established. Link downgraded to CANDIDATE_UNVERIFIED; it is explicitly not a verified recipe relationship.	8022|8023	https://doi.org/10.1002/9781118960608.gbm00644	applied-changes.json
SEM:36c90d64bef99d0ad344	component_source_scope	data/ingredients/mapped/PY-glucose-rumen_Fluid.yaml	data/ingredients/mapped/PY-glucose-rumen_Fluid.yaml	0d9423c4dde8bee8140bab7b0cc6b27bcfa2e2a1c7c617ff454df19fbc17f777	MIM.assertion:e169e4058aa9df6ebae3d38e57f7e260c5431a37a05356bf0c1be52beedc8bef	MICRO:0000178	OPEN_SOURCE_VERIFICATION	Raw source is Treponema socranskii. The retained clarified-rumen-fluid identifier is more specific than the source label; the original preparation/clarification method and PY base still require verification.	20395	https://doi.org/10.1002/9781118960608.gbm01249	
SEM:79edd574c1b3e3b5cbd4	component_source_scope	data/ingredients/mapped/CMC_PY_Horse_Serum.yaml	data/ingredients/unmapped/CMC_PY_Horse_Serum.yaml	39e3ff65e31ecd99696afd0b2d3429fba96751361b019a92933e136372b74077	MIM.assertion:e4e01fee913b8008e2cb754566846c45a51e11425b73a3b14331bf7c448a18aa	MICRO:0001235	WITHDRAWN_FALSE_MIXTURE	Love et al. 1979 (doi:10.1099/00207713-29-3-241) describes separate cooked meat-carbohydrate and peptone-yeast cultures with horse serum. The source expression was incorrectly flattened into one mixture, and CMC wrongly expanded as carboxymethylcellulose. All four edges withdrawn; raw expression retained as AMBIGUOUS.	6109	https://doi.org/10.1002/9781118960608.gbm00667	applied-changes.json
SEM:bde0616e0417d37fdc20	component_source_scope	data/ingredients/mapped/PYG.yaml	data/ingredients/mapped/PYG.yaml	2560177ec64534d39f8b7a9a151bbddd08b70f1c34ce50d7cc6f603dd44ddb83	MIM.assertion:e5cf9cccb55065f0704d23038f0ffe71da08615401f01578de9f83be35efffb7	CHEBI:17234	OPEN_SOURCE_VERIFICATION	The 114 raw occurrences span multiple species and Bergey chapters. Generic PYG recipes corroborate a family but do not independently verify every source preparation; original chapter/recipe comparison remains open.	840|1397|1569|1587|1641|2734|4043|4060|4063|4065|4067|4070|4072|4073|4076|4078|4082|4085|4086|4088|4090|4114|4121|4123|4140|4146|4147|4149|4150|4154|4156|4158|4168|4171|4175|4176|4178|4183|4185|4193|4196|4206|4412|4413|4414|5742|5891|5893|5896|5897|5900|5901|5903|5905|5907|5909|5910|5911|5912|5913|5915|5916|5917|5987|5989|5998|6554|6756|7187|7543|7893|8852|8888|8889|8891|8893|12981|14283|14291|14292|14293|14295|14310|14867|14869|14870|14871|14872|14873|14874|14875|14876|14877|14878|14880|14884|14885|14915|14916|14927|14931|14935|14940|14946|14956|14966|14968|14969|15012|15751|16279|17346|19988|20356	https://doi.org/10.1002/9781118960608.gbm00167|https://doi.org/10.1002/9781118960608.gbm00246|https://doi.org/10.1002/9781118960608.gbm00249|https://doi.org/10.1002/9781118960608.gbm00619|https://doi.org/10.1002/9781118960608.gbm00629|https://doi.org/10.1002/9781118960608.gbm00631|https://doi.org/10.1002/9781118960608.gbm00642|https://doi.org/10.1002/9781118960608.gbm00668|https://doi.org/10.1002/9781118960608.gbm00705|https://doi.org/10.1002/9781118960608.gbm00712|https://doi.org/10.1002/9781118960608.gbm00717|https://doi.org/10.1002/9781118960608.gbm00755|https://doi.org/10.1002/9781118960608.gbm00768|https://doi.org/10.1002/9781118960608.gbm01083|https://doi.org/10.1002/9781118960608.gbm01536|https://doi.org/10.1002/9781118960608.gbm01632|https://doi.org/10.1002/9781118960608.gbm01634|https://doi.org/10.1002/9781118960608.gbm01733	
SEM:8b7b98ec6530aaa557d4	component_source_scope	data/ingredients/mapped/Fastidious_Anaerobe_Broth_With_Meat_Granules.yaml	data/ingredients/mapped/Fastidious_Anaerobe_Broth_With_Meat_Granules.yaml	aa56347529508fd0c082571cfd39540c6ac3205ba587c992594015c1e881c6a5	MIM.assertion:e7beec0be4f0500ee7ea5817697f26940dbcc39287da5ed6abf009e52dc4aa29	CHEBI:28017	OPEN_SOURCE_VERIFICATION	Raw source is Fastidiosipila sanguinis; the Bergey abstract confirms this medium label but does not specify manufacturer or ingredients. The ignored Edison report contains no answer. The four inferred components remain unverified against original source/product methods.	6029	https://doi.org/10.1002/9781118960608.gbm00675	
SEM:8abe61f817d4ff766b20	component_source_scope	data/ingredients/mapped/PYGS.yaml	data/ingredients/mapped/PYGS.yaml	b5d43cabed7ee976f44bb5bbc6a3f0ecc127c9bb6097c36c9b5e7ba433aa6f52	MIM.assertion:ec07c272947abaa73a3c585af7fa4c95af90dbc063e9f5b0e13f27457b07cca9	CHEBI:28017	OPEN_SOURCE_VERIFICATION	Raw source is Clostridium frigidicarnis. Adam et al. 2011 (doi:10.1111/j.1472-765X.2011.03071.x) corroborates starch-containing PYGS for this species, but the originating Bergey/1999 recipe chain was not inspected; no automatic promotion from a later same-species recipe.	4105|4110|8884	https://doi.org/10.1002/9781118960608.gbm00619	
SEM:1a6a77befba289728a02	component_source_scope	data/ingredients/mapped/PY-cellobiose.yaml	data/ingredients/mapped/PY-cellobiose.yaml	43affad15730fa118b5a490edeb105cc9ca4b3967851eede7a94addf4746683f	MIM.assertion:ec4147dc51c9455c8870bf56c4a708c6f2eb63edb23e48b5bd46ef0a4041991f	FOODON:03315426	OPEN_SOURCE_VERIFICATION	Raw contexts are Clostridium polysaccharolyticum and Eubacterium siraeum. Named carbohydrate plausibility and generic PY expansion do not independently compare both original source preparations.	4163|5908	https://doi.org/10.1002/9781118960608.gbm00619|https://doi.org/10.1002/9781118960608.gbm00629	
SEM:7b2344a4ae4d5d9b5a1b	component_source_scope	data/ingredients/mapped/PY-fructose.yaml	data/ingredients/mapped/PY-fructose.yaml	44809853b4659af251e0de30e48eb959d678de126e40dacebddc68bd0561d5e6	MIM.assertion:f326cff43aa4063575ceb6b59cdf857de9feb2d48810beff9e1cc034c8e567fe	CHEBI:28757	OPEN_SOURCE_VERIFICATION	Raw source is Clostridium formicaceticum. The prior report primarily relied on Pectinatus portalensis PYF; this different-organism recipe does not establish the original PY-fructose preparation.	4104	https://doi.org/10.1002/9781118960608.gbm00619	
SEM:36b4aac6cb7a8a5c88fc	ambiguous_abbreviation	data/ingredients/mapped/GYPS.yaml	data/ingredients/mapped/GYPS.yaml	36840ca128760eb0ac542753d24d155fd1ebb6ccd8229be130953a0d01f2cf6e	components		CORRECTED	Exact raw source context is Caminicella sporogenes. Alain et al. 2002 p1622 (doi:10.1099/00207713-52-5-1621) defines glucose/yeast extract/peptone/sulfur medium; starch was incorrect. Four current parts are a partial recipe transcription, not a universal GYPS composition.	3351	https://doi.org/10.1002/9781118960608.gbm00618	applied-changes.json
SEM:c79b63fe97bcfe167306	ambiguous_abbreviation	data/ingredients/mapped/PYGS.yaml	data/ingredients/mapped/PYGS.yaml	b5d43cabed7ee976f44bb5bbc6a3f0ecc127c9bb6097c36c9b5e7ba433aa6f52	components		OPEN_SOURCE_VERIFICATION	Raw source is Clostridium frigidicarnis. Adam et al. 2011 (doi:10.1111/j.1472-765X.2011.03071.x) corroborates starch-containing PYGS for this species, but the originating Bergey/1999 recipe chain was not inspected; no automatic promotion from a later same-species recipe.	4105|4110|8884	https://doi.org/10.1002/9781118960608.gbm00619	
